werkorder_id,datum,tag,equipment_type,systeem,locatie,werkorder_type,prioriteit,faalmodus,beschrijving,responstijd_uur,reparatietijd_uur,stilstandtijd_uur,materiaalkosten_EUR,arbeidskosten_EUR,totaalkosten_EUR,terugkerend
WO-01594,2024-12-18,FRE-218,frequentieregelaar,elektrisch,Unit_400,inspectie,laag,storing,Melding ontvangen: frequentieregelaar FRE-218 functioneert niet correct. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 39.7085125551991 bar.,97.8,3.8,1.1,66.0,277.0,343.0,1
WO-01595,2025-01-06,NIV-628,niveaumeter,instrumentatie,Utiliteiten,inspectie,laag,slijtage,"Alarming op DCS voor NIV-628: slijtage gedetecteerd. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",32.3,2.9,0.9,63.0,159.0,222.0,0
WO-01596,2025-01-04,VEN-771,ventilator,mechanisch,Utiliteiten,correctief,medium,defect,"Alarming op DCS voor VEN-771: defect gedetecteerd. Gekalibreerd volgens SOP-609, resultaten binnen spec.",4.5,2.5,2.6,95.0,176.0,271.0,0
WO-01597,2024-03-27,TRA-405,transformator,elektrisch,Utiliteiten,preventief,laag,slijtage,"Tijdens ronde geconstateerd: slijtage bij TRA-405. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",18.1,3.3,1.0,397.0,192.0,589.0,1
WO-01598,2024-06-25,DRU-279,druktransmitter,instrumentatie,Unit_300,correctief,laag,defect,Alarming op DCS voor DRU-279: defect gedetecteerd. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 27.98711027828013 bar.,82.1,0.5,0.5,425.0,35.0,459.0,0
WO-01599,2025-07-10,LEI-149,leiding,piping,Utiliteiten,correctief,hoog,veroudering,"Storing op LEI-149 (leiding) in Utiliteiten. Symptoom: veroudering. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",1.5,8.6,11.1,689.0,623.0,1312.0,0
WO-01600,2025-08-21,NIV-995,niveaumeter,instrumentatie,Unit_100,correctief,laag,lekkage,Storing op NIV-995 (niveaumeter) in Unit_100. Symptoom: lekkage. Root cause analyse uitgevoerd: lekkage. Preventieve maatregel ingevoerd.,32.0,14.9,22.1,185.0,1039.0,1224.0,0
WO-01601,2025-12-26,PLC-890,PLC,elektrisch,Utiliteiten,inspectie,hoog,slijtage,Tijdens ronde geconstateerd: slijtage bij PLC-890. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,2.2,1.0,0.3,648.0,69.0,717.0,0
WO-01602,2024-08-02,PAK-537,pakking,piping,Utiliteiten,predictief,kritiek,slijtage,"Melding ontvangen: pakking PAK-537 functioneert niet correct. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",1.3,1.5,0.4,167.0,112.0,279.0,1
WO-01603,2024-04-02,TRA-196,transportband,mechanisch,Utiliteiten,correctief,medium,storing,Storing op TRA-196 (transportband) in Utiliteiten. Symptoom: storing. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 13.894990375675938 bar.,4.6,10.2,10.7,658.0,811.0,1470.0,0
WO-01604,2025-01-10,NIV-174,niveaumeter,instrumentatie,Utiliteiten,correctief,medium,veroudering,"Tijdens ronde geconstateerd: veroudering bij NIV-174. Elektrische metingen uitgevoerd: isolatie 322.2260470833188 MOhm, binnen spec.",12.6,3.9,2.7,160.0,237.0,397.0,0
WO-01605,2025-09-08,VEN-969,ventilator,mechanisch,Unit_200,correctief,medium,lekkage,"Tijdens ronde geconstateerd: lekkage bij VEN-969. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",0.5,0.2,0.2,132.0,14.0,146.0,0
WO-01606,2024-08-11,KLE-429,klep,instrumentatie,Utiliteiten,predictief,medium,erosie,"Alarming op DCS voor KLE-429: erosie gedetecteerd. Elektrische metingen uitgevoerd: isolatie 324.09201398953047 MOhm, binnen spec.",6.8,7.7,2.3,118.0,418.0,536.0,0
WO-01607,2025-09-10,TEM-357,temperatuursensor,instrumentatie,Unit_100,verbetering,kritiek,storing,Storing op TEM-357 (temperatuursensor) in Unit_100. Symptoom: storing. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,0.5,9.3,2.8,108.0,524.0,632.0,0
WO-01608,2025-04-14,SEN-211,sensor,elektrisch,Utiliteiten,preventief,medium,bevriezing,Tijdens ronde geconstateerd: bevriezing bij SEN-211. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,3.2,2.9,0.9,174.0,228.0,402.0,0
WO-01609,2024-12-31,TEM-104,temperatuursensor,instrumentatie,Unit_400,predictief,kritiek,lekkage,"Melding ontvangen: temperatuursensor TEM-104 functioneert niet correct. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",0.4,0.5,0.1,182.0,35.0,217.0,1
WO-01610,2024-11-19,SEN-445,sensor,elektrisch,Unit_400,correctief,hoog,kortsluiting,"Operator meldt abnormaal geluid/trilling bij SEN-445 (sensor). Schoongemaakt en geinspecteerd, geen verdere actie nodig.",4.7,1.7,1.0,159.0,85.0,244.0,0
WO-01611,2024-07-25,POM-991,pomp,mechanisch,Unit_300,inspectie,medium,lager defect,"Storing op POM-991 (pomp) in Unit_300. Symptoom: lager defect. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",11.2,1.5,0.4,94.0,97.0,191.0,0
WO-01612,2024-05-27,SEN-375,sensor,elektrisch,Unit_400,inspectie,medium,kortsluiting,"Alarming op DCS voor SEN-375: kortsluiting gedetecteerd. Elektrische metingen uitgevoerd: isolatie 263.5240064368852 MOhm, binnen spec.",3.7,2.5,0.8,63.0,197.0,260.0,0
WO-01613,2024-02-23,CEN-901,centrifuge,mechanisch,Utiliteiten,inspectie,hoog,veroudering,"Melding ontvangen: centrifuge CEN-901 functioneert niet correct. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",4.3,4.3,1.3,105.0,258.0,363.0,0
WO-01614,2024-07-04,ROE-292,roerder,mechanisch,Utiliteiten,correctief,hoog,veroudering,"Tijdens ronde geconstateerd: veroudering bij ROE-292. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",0.9,1.6,2.5,206.0,125.0,331.0,0
WO-01615,2024-02-24,SEN-725,sensor,elektrisch,Utiliteiten,correctief,medium,kortsluiting,"Alarming op DCS voor SEN-725: kortsluiting gedetecteerd. Vervangen door nieuw onderdeel, getest en vrijgegeven.",1.1,16.8,21.3,196.0,1298.0,1494.0,0
WO-01616,2024-08-20,TRA-276,transformator,elektrisch,Unit_100,correctief,medium,storing,Alarming op DCS voor TRA-276: storing gedetecteerd. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 8.78936749678645 bar.,10.8,13.2,11.6,1072.0,948.0,2021.0,0
WO-01617,2024-07-21,FIL-720,filter,piping,Unit_300,correctief,medium,slijtage,"Alarming op DCS voor FIL-720: slijtage gedetecteerd. Onderdeel besteld, verwachte levertijd 12 dagen. Bypass ingeschakeld.",43.9,1.8,1.4,178.0,103.0,281.0,0
WO-01618,2025-02-03,TRA-819,transformator,elektrisch,Utiliteiten,preventief,laag,lekkage,"Tijdens ronde geconstateerd: lekkage bij TRA-819. Onderdeel besteld, verwachte levertijd 15 dagen. Bypass ingeschakeld.",27.6,0.2,0.1,229.0,10.0,239.0,0
WO-01619,2024-07-26,CEN-359,centrifuge,mechanisch,Unit_200,preventief,laag,lekkage,"Storing op CEN-359 (centrifuge) in Unit_200. Symptoom: lekkage. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",13.6,7.7,2.3,290.0,560.0,850.0,0
WO-01620,2025-09-16,TRA-535,transportband,mechanisch,Unit_300,verbetering,kritiek,veroudering,Tijdens ronde geconstateerd: veroudering bij TRA-535. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 13.90623116265681 bar.,2.1,0.9,0.3,742.0,49.0,791.0,0
WO-01621,2024-12-20,PAK-366,pakking,piping,Unit_100,predictief,kritiek,slijtage,"Tijdens ronde geconstateerd: slijtage bij PAK-366. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",1.0,4.6,1.4,387.0,356.0,743.0,0
WO-01622,2025-11-01,TRA-524,transformator,elektrisch,Utiliteiten,inspectie,laag,storing,"Operator meldt abnormaal geluid/trilling bij TRA-524 (transformator). Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",20.8,1.4,0.4,207.0,90.0,297.0,0
WO-01623,2024-01-14,PLC-719,PLC,elektrisch,Unit_400,correctief,laag,veroudering,"Storing op PLC-719 (PLC) in Unit_400. Symptoom: veroudering. Elektrische metingen uitgevoerd: isolatie 334.6956989896077 MOhm, binnen spec.",8.1,3.5,4.8,65.0,252.0,317.0,0
WO-01624,2024-02-02,MOT-425,motor,elektrisch,Unit_200,preventief,medium,overbelasting,Melding ontvangen: motor MOT-425 functioneert niet correct. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 31.01573181284643 bar.,8.9,3.7,1.1,123.0,184.0,307.0,0
WO-01625,2025-06-12,COM-375,compressor,mechanisch,Utiliteiten,predictief,laag,olie lek,"Alarming op DCS voor COM-375: olie lek gedetecteerd. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",71.3,0.3,0.1,95.0,19.0,114.0,0
WO-01626,2024-07-07,TRA-457,transportband,mechanisch,Unit_200,preventief,medium,lekkage,"Alarming op DCS voor TRA-457: lekkage gedetecteerd. Gekalibreerd volgens SOP-294, resultaten binnen spec.",4.4,1.9,0.6,96.0,111.0,207.0,0
WO-01627,2025-09-04,ROE-643,roerder,mechanisch,Unit_200,preventief,kritiek,lekkage,Operator meldt abnormaal geluid/trilling bij ROE-643 (roerder). Root cause analyse uitgevoerd: lekkage. Preventieve maatregel ingevoerd.,0.4,2.5,0.7,165.0,156.0,321.0,0
WO-01628,2024-07-14,FLE-321,flens,piping,Unit_400,preventief,hoog,veroudering,Melding ontvangen: flens FLE-321 functioneert niet correct. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 32.87291707410576 bar.,13.7,7.6,2.3,439.0,393.0,832.0,0
WO-01629,2024-09-01,PLC-150,PLC,elektrisch,Unit_100,preventief,laag,defect,"Alarming op DCS voor PLC-150: defect gedetecteerd. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",15.4,1.4,0.4,146.0,93.0,239.0,0
WO-01630,2024-08-17,VEN-844,ventilator,mechanisch,Unit_400,preventief,kritiek,lekkage,"Melding ontvangen: ventilator VEN-844 functioneert niet correct. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",0.2,21.8,6.5,72.0,1457.0,1528.0,0
WO-01631,2024-01-02,CEN-537,centrifuge,mechanisch,Unit_300,inspectie,hoog,veroudering,Operator meldt abnormaal geluid/trilling bij CEN-537 (centrifuge). Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,2.2,0.0,0.0,122.0,2.0,124.0,1
WO-01632,2025-08-11,POM-141,pomp,mechanisch,Utiliteiten,inspectie,laag,afdichtingslek,Operator meldt abnormaal geluid/trilling bij POM-141 (pomp). Root cause analyse uitgevoerd: afdichtingslek. Preventieve maatregel ingevoerd.,2.2,1.8,0.6,605.0,116.0,720.0,0
WO-01633,2024-12-27,COM-391,compressor,mechanisch,Unit_300,preventief,laag,trillingen hoog,"Melding ontvangen: compressor COM-391 functioneert niet correct. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",121.0,2.9,0.9,58.0,181.0,239.0,0
WO-01634,2024-04-14,EXP-575,expansievat,piping,Unit_400,inspectie,laag,veroudering,"Melding ontvangen: expansievat EXP-575 functioneert niet correct. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",14.1,7.4,2.2,443.0,449.0,893.0,0
WO-01635,2025-03-30,POM-883,pomp,mechanisch,Unit_100,predictief,kritiek,afdichtingslek,Operator meldt abnormaal geluid/trilling bij POM-883 (pomp). Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 9.314310796740166 bar.,0.9,0.5,0.2,138.0,38.0,176.0,0
WO-01636,2025-10-25,TEM-495,temperatuursensor,instrumentatie,Unit_300,verbetering,medium,veroudering,"Melding ontvangen: temperatuursensor TEM-495 functioneert niet correct. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",16.2,3.6,1.1,98.0,224.0,321.0,1
WO-01637,2025-08-03,PAK-343,pakking,piping,Unit_200,correctief,medium,storing,"Operator meldt abnormaal geluid/trilling bij PAK-343 (pakking). Elektrische metingen uitgevoerd: isolatie 175.78945691135098 MOhm, binnen spec.",0.6,0.1,0.1,339.0,6.0,345.0,0
WO-01638,2024-01-26,DRU-573,druktransmitter,instrumentatie,Unit_200,correctief,laag,slijtage,"Operator meldt abnormaal geluid/trilling bij DRU-573 (druktransmitter). Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",2.4,9.1,7.2,197.0,575.0,771.0,0
WO-01639,2025-10-06,CEN-559,centrifuge,mechanisch,Unit_200,correctief,medium,lekkage,Tijdens ronde geconstateerd: lekkage bij CEN-559. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 5.099598573872608 bar.,2.2,2.6,2.3,225.0,179.0,403.0,0
WO-01640,2024-09-02,ROE-704,roerder,mechanisch,Utiliteiten,verbetering,kritiek,defect,Operator meldt abnormaal geluid/trilling bij ROE-704 (roerder). Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,0.1,38.6,11.6,485.0,2744.0,3229.0,0
WO-01641,2025-10-15,PAK-150,pakking,piping,Unit_400,preventief,medium,defect,"Operator meldt abnormaal geluid/trilling bij PAK-150 (pakking). Onderdeel besteld, verwachte levertijd 27 dagen. Bypass ingeschakeld.",7.5,3.0,0.9,333.0,186.0,519.0,1
WO-01642,2025-07-19,PLC-597,PLC,elektrisch,Unit_400,preventief,laag,storing,"Alarming op DCS voor PLC-597: storing gedetecteerd. Onderdeel besteld, verwachte levertijd 12 dagen. Bypass ingeschakeld.",21.8,6.0,1.8,221.0,302.0,523.0,0
WO-01643,2024-01-09,VEN-106,ventilator,mechanisch,Unit_400,inspectie,hoog,storing,"Operator meldt abnormaal geluid/trilling bij VEN-106 (ventilator). Vervangen door nieuw onderdeel, getest en vrijgegeven.",4.1,5.2,1.6,126.0,311.0,438.0,0
WO-01644,2024-03-13,COM-677,compressor,mechanisch,Utiliteiten,preventief,laag,trillingen hoog,"Storing op COM-677 (compressor) in Utiliteiten. Symptoom: trillingen hoog. Vervangen door nieuw onderdeel, getest en vrijgegeven.",41.2,2.9,0.9,68.0,223.0,291.0,0
WO-01645,2024-01-12,TRA-555,transportband,mechanisch,Unit_200,preventief,hoog,storing,"Melding ontvangen: transportband TRA-555 functioneert niet correct. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",1.1,1.1,0.3,81.0,80.0,161.0,0
WO-01646,2024-05-14,TRA-644,transformator,elektrisch,Utiliteiten,correctief,medium,defect,Alarming op DCS voor TRA-644: defect gedetecteerd. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,10.2,3.1,4.1,60.0,167.0,228.0,0
WO-01647,2025-09-16,TRA-633,transformator,elektrisch,Unit_400,correctief,kritiek,veroudering,"Alarming op DCS voor TRA-633: veroudering gedetecteerd. Vervangen door nieuw onderdeel, getest en vrijgegeven.",0.7,11.7,14.3,212.0,704.0,916.0,0
WO-01648,2025-11-02,APP-981,appendage,piping,Unit_400,correctief,hoog,slijtage,"Tijdens ronde geconstateerd: slijtage bij APP-981. Vervangen door nieuw onderdeel, getest en vrijgegeven.",0.8,0.1,0.1,62.0,7.0,69.0,1
WO-01649,2024-12-08,LEI-818,leiding,piping,Unit_200,preventief,laag,veroudering,"Tijdens ronde geconstateerd: veroudering bij LEI-818. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",88.1,0.9,0.3,206.0,61.0,267.0,0
WO-01650,2025-07-23,SEN-986,sensor,elektrisch,Unit_300,preventief,hoog,kortsluiting,Tijdens ronde geconstateerd: kortsluiting bij SEN-986. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,2.2,7.4,2.2,93.0,563.0,656.0,0
WO-01651,2024-06-21,TRA-796,transformator,elektrisch,Unit_200,correctief,medium,storing,"Alarming op DCS voor TRA-796: storing gedetecteerd. Gekalibreerd volgens SOP-976, resultaten binnen spec.",8.5,6.8,10.1,199.0,455.0,655.0,0
WO-01652,2025-08-22,COM-244,compressor,mechanisch,Unit_200,preventief,medium,trillingen hoog,Storing op COM-244 (compressor) in Unit_200. Symptoom: trillingen hoog. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 13.407723560057722 bar.,26.4,1.0,0.3,134.0,62.0,196.0,0
WO-01653,2025-08-22,FLO-619,flowmeter,instrumentatie,Unit_300,preventief,medium,slijtage,"Melding ontvangen: flowmeter FLO-619 functioneert niet correct. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",3.9,2.3,0.7,72.0,126.0,197.0,0
WO-01654,2025-02-19,ANA-581,analyzer,instrumentatie,Unit_400,preventief,medium,veroudering,"Melding ontvangen: analyzer ANA-581 functioneert niet correct. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",4.2,4.1,1.2,623.0,302.0,925.0,0
WO-01655,2024-04-10,TRA-390,transformator,elektrisch,Utiliteiten,inspectie,medium,lekkage,"Tijdens ronde geconstateerd: lekkage bij TRA-390. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",3.8,1.6,0.5,99.0,108.0,207.0,0
WO-01656,2025-07-06,PLC-850,PLC,elektrisch,Utiliteiten,correctief,laag,slijtage,Storing op PLC-850 (PLC) in Utiliteiten. Symptoom: slijtage. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 13.96321488579046 bar.,93.1,5.0,7.2,101.0,322.0,423.0,1
WO-01657,2024-04-24,ROE-615,roerder,mechanisch,Unit_300,correctief,laag,veroudering,"Tijdens ronde geconstateerd: veroudering bij ROE-615. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",21.5,1.9,2.3,395.0,139.0,534.0,1
WO-01658,2024-11-10,POM-965,pomp,mechanisch,Unit_400,preventief,hoog,afdichtingslek,Tijdens ronde geconstateerd: afdichtingslek bij POM-965. Root cause analyse uitgevoerd: afdichtingslek. Preventieve maatregel ingevoerd.,8.2,2.3,0.7,203.0,163.0,365.0,0
WO-01659,2025-10-13,EXP-368,expansievat,piping,Unit_200,correctief,hoog,defect,Melding ontvangen: expansievat EXP-368 functioneert niet correct. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,2.9,0.6,0.4,500.0,50.0,550.0,0
WO-01660,2024-07-01,FLE-842,flens,piping,Unit_200,preventief,kritiek,slijtage,"Tijdens ronde geconstateerd: slijtage bij FLE-842. Vervangen door nieuw onderdeel, getest en vrijgegeven.",0.2,4.1,1.2,543.0,232.0,776.0,0
WO-01661,2024-07-30,MOT-818,motor,elektrisch,Unit_300,correctief,medium,oververhitting,"Operator meldt abnormaal geluid/trilling bij MOT-818 (motor). Gekalibreerd volgens SOP-728, resultaten binnen spec.",12.8,1.9,1.0,81.0,121.0,202.0,0
WO-01662,2024-12-29,FRE-381,frequentieregelaar,elektrisch,Utiliteiten,inspectie,medium,defect,"Tijdens ronde geconstateerd: defect bij FRE-381. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",3.6,2.2,0.7,503.0,147.0,650.0,0
WO-01663,2025-09-18,ANA-602,analyzer,instrumentatie,Utiliteiten,correctief,kritiek,storing,"Alarming op DCS voor ANA-602: storing gedetecteerd. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",0.9,5.0,7.4,230.0,259.0,489.0,0
WO-01664,2024-11-27,CEN-921,centrifuge,mechanisch,Unit_100,predictief,hoog,veroudering,Operator meldt abnormaal geluid/trilling bij CEN-921 (centrifuge). Root cause analyse uitgevoerd: veroudering. Preventieve maatregel ingevoerd.,0.6,0.9,0.3,331.0,62.0,393.0,1
WO-01665,2025-08-09,FLO-474,flowmeter,instrumentatie,Unit_400,correctief,medium,defect,"Tijdens ronde geconstateerd: defect bij FLO-474. Onderdeel besteld, verwachte levertijd 5 dagen. Bypass ingeschakeld.",23.2,2.3,1.9,146.0,129.0,275.0,0
WO-01666,2025-07-26,POM-402,pomp,mechanisch,Unit_100,verbetering,kritiek,lager defect,Tijdens ronde geconstateerd: lager defect bij POM-402. Root cause analyse uitgevoerd: lager defect. Preventieve maatregel ingevoerd.,0.8,7.3,2.2,293.0,395.0,688.0,0
WO-01667,2025-01-14,ROE-535,roerder,mechanisch,Unit_200,inspectie,hoog,storing,"Tijdens ronde geconstateerd: storing bij ROE-535. Gekalibreerd volgens SOP-254, resultaten binnen spec.",1.7,2.8,0.8,638.0,171.0,809.0,0
WO-01668,2024-04-16,NIV-820,niveaumeter,instrumentatie,Unit_200,preventief,kritiek,storing,"Alarming op DCS voor NIV-820: storing gedetecteerd. Onderdeel besteld, verwachte levertijd 27 dagen. Bypass ingeschakeld.",0.7,8.5,2.5,336.0,473.0,808.0,0
WO-01669,2024-06-16,TRA-321,transformator,elektrisch,Unit_100,correctief,laag,slijtage,Melding ontvangen: transformator TRA-321 functioneert niet correct. Root cause analyse uitgevoerd: slijtage. Preventieve maatregel ingevoerd.,32.5,6.5,5.6,141.0,330.0,471.0,0
WO-01670,2025-04-14,FRE-695,frequentieregelaar,elektrisch,Unit_200,verbetering,laag,lekkage,Melding ontvangen: frequentieregelaar FRE-695 functioneert niet correct. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,106.5,19.3,5.8,330.0,1530.0,1860.0,0
WO-01671,2024-08-08,POM-717,pomp,mechanisch,Unit_100,correctief,hoog,impeller slijtage,Tijdens ronde geconstateerd: impeller slijtage bij POM-717. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 10.538376433329049 bar.,1.5,8.3,9.5,65.0,643.0,708.0,0
WO-01672,2024-07-18,POM-795,pomp,mechanisch,Unit_400,correctief,hoog,cavitatie,"Tijdens ronde geconstateerd: cavitatie bij POM-795. Vervangen door nieuw onderdeel, getest en vrijgegeven.",1.6,3.6,2.3,547.0,283.0,829.0,0
WO-01673,2025-08-16,TRA-388,transportband,mechanisch,Unit_100,correctief,laag,defect,"Storing op TRA-388 (transportband) in Unit_100. Symptoom: defect. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",60.9,11.3,13.5,413.0,602.0,1015.0,0
WO-01674,2024-08-31,COM-135,compressor,mechanisch,Unit_400,correctief,kritiek,surge,Alarming op DCS voor COM-135: surge gedetecteerd. Root cause analyse uitgevoerd: surge. Preventieve maatregel ingevoerd.,0.6,3.5,2.8,83.0,198.0,281.0,0
WO-01675,2024-01-25,ROE-806,roerder,mechanisch,Utiliteiten,preventief,laag,slijtage,Tijdens ronde geconstateerd: slijtage bij ROE-806. Root cause analyse uitgevoerd: slijtage. Preventieve maatregel ingevoerd.,24.2,9.6,2.9,668.0,690.0,1358.0,0
